"","","occ","ranges","mean_env","mean_cov","sum_cov"
"183","FX_forest_Scaff1654601_1","8","0.314840694","0.476016778875","0.76570653175","6.125652254"
"184","FX_forest_Scaff1954391_1","7","0.294835451","0.549889915428571","1.12618677542857","7.883307428"
"185","FX_forest_Scaff2097243_1","1","0","0.475773165","4.324578534","4.324578534"
"186","FX_forest_Scaff2213105_1","5","0.294835451","0.5300859714","7.2622627644","36.311313822"
"187","FX_forest_Scaff2236364_1","2","0.05707837","0.44723398","1.732066767","3.464133534"
"188","FX_forest_Scaff2446448_1","2","0.05707837","0.44723398","1.369472083","2.738944166"
"189","FX_forest_Scaff3056574_1","1","0","0.501148203","3.475322026","3.475322026"
"190","FX_forest_Scaff3359047_1","6","0.442314387","0.433660509333333","0.492433377333333","2.954600264"
"191","FX_forest_Scaff3453468_1","1","0","0.475773165","5.094635682","5.094635682"
"192","FX_forest_Scaff3472193_1","6","0.347696744","0.493670616166667","1.40464873616667","8.427892417"
"193","FX_forest_Scaff3498902_1","2","0.05707837","0.44723398","2.0082237865","4.016447573"
"194","FX_forest_Scaff3644852_1","2","0.05707837","0.44723398","2.5057886735","5.011577347"
"195","FX_forest_Scaff3662899_1","18","0.623170246","0.439782474611111","0.821909783277778","14.794376099"
"196","FX_forest_Scaff3779258_11","8","0.178219729","0.5800781925","1.3288401245","10.630720996"
"197","FX_forest_Scaff4043666_1","2","0.05707837","0.44723398","1.7531876505","3.506375301"
"198","GD_farmland_Scaff00072555_1","31","0.562476237","0.50891263983871","1.14012088770968","35.343747519"
"199","GD_farmland_Scaff00411278_3","6","0.143801052","0.5252138555","2.663240812","15.979444872"
"200","GD_farmland_Scaff00549511_1","2","0.018991228","0.767977546","1.8776682125","3.755336425"
"201","GD_farmland_Scaff00620528_1","1","0","0.77747316","2.227688268","2.227688268"
"202","GD_farmland_Scaff00858361_1","23","0.418429831","0.516887289347826","1.53811415865217","35.376625649"
"203","GD_farmland_Scaff00998401_1","15","0.554358465","0.449318490866667","3.20252320993333","48.037848149"
"204","GD_farmland_Scaff01161234_1","2","0.001224803","0.3995731935","1.773903617","3.547807234"
"205","GD_farmland_Scaff01343261_1","9","0.378512368","0.565505005222222","2.49469476022222","22.452252842"
"206","GD_farmland_Scaff01437351_100","1","0","0.467646207","5.306255616","5.306255616"
"207","GD_farmland_Scaff01469517_1","7","0.245418422","0.495751589142857","0.470753335","3.295273345"
"208","GD_farmland_Scaff01884438_1","2","0.07479547","0.480346068","1.7104329805","3.420865961"
"209","GD_farmland_Scaff01896171_12","4","0.07479547","0.47381063075","2.28176382","9.12705528"
"210","GD_farmland_Scaff01924183_1","3","0.240738129","0.666523741666667","1.550013071","4.650039213"
"211","GD_farmland_Scaff01952136_7","10","0.366646733","0.4780959618","0.9241130346","9.241130346"
"212","GD_farmland_Scaff02117481_1","17","0.433386751","0.475514440411765","1.22928313270588","20.897813256"
"213","GD_farmland_Scaff02159502_1","3","0.0886688919999999","0.497436453666667","1.41524438433333","4.245733153"
"214","GD_farmland_Scaff02211474_1","3","0.0886688919999999","0.497436453666667","1.73121686466667","5.193650594"
"215","GD_farmland_Scaff02287848_1","2","0.0886688919999999","0.487282779","1.335273382","2.670546764"
"216","GD_farmland_Scaff02311610_1","8","0.358296337","0.596896299625","0.3464842985","2.771874388"
"217","GD_farmland_Scaff02319514_2","4","0.156135821","0.52284837875","2.44762524075","9.790500963"
"218","GD_farmland_Scaff02382210_1","14","0.369076595","0.494318223642857","0.552438468142857","7.734138554"
"219","GD_farmland_Scaff02793976_11","3","0.05412767","0.753100194","2.84616345733333","8.538490372"
"220","GD_farmland_Scaff02916580_2","8","0.35952114","0.5523925865","0.893532521125","7.148260169"
"221","GD_farmland_Scaff03019655_1","9","0.211766012","0.431479914666667","0.872403820222222","7.851634382"
"222","GD_farmland_Scaff03122464_1","3","0.283583531","0.652241941","1.70557574866667","5.116727246"
"223","GD_farmland_Scaff03139369_1","6","0.18348501","0.45763405","0.5075632315","3.045379389"
"224","GD_farmland_Scaff03148978_1","27","0.411845563","0.502806247407407","1.01665695018519","27.449737655"
"225","GD_farmland_Scaff03194952_1","8","0.234844861","0.497690409","0.89960958125","7.19687665"
"226","GD_farmland_Scaff03261580_5","21","0.435555143","0.53765470552381","3.57550382152381","75.085580252"
"227","GD_farmland_Scaff03427942_2","3","0.05412767","0.753100194","2.92895412366667","8.786862371"
"228","GD_farmland_Scaff03460343_2","3","0.0886688919999999","0.497436453666667","3.052597984","9.157793952"
"229","GD_farmland_Scaff03721781_1","2","0.001224803","0.3995731935","1.9549210785","3.909842157"
"230","GD_farmland_Scaff03989882_1","15","0.369076595","0.492763911066667","0.475000032933333","7.125000494"
"231","GD_farmland_Scaff04165107_4","8","0.35952114","0.580712760375","3.101510803875","24.812086431"
"232","GD_farmland_Scaff04262723_3","3","0.05412767","0.753100194","1.52622743366667","4.578682301"
"233","GD_farmland_Scaff04549319_1","3","0.1774749","0.481830765666667","1.51006390366667","4.530191711"
"234","GD_farmland_Scaff04602923_1","11","0.369076595","0.476799873181818","2.12497498372727","23.374724821"
"235","GD_farmland_Scaff05140991_1","1","0","0.517743803","4.099267268","4.099267268"
"236","GD_farmland_Scaff05179242_1","4","0.085176377","0.45702304375","0.64463685325","2.578547413"
"237","GD_farmland_Scaff05408859_1","36","0.584708217","0.415317922944444","0.731636294777778","26.338906612"
"238","GD_farmland_Scaff05692018_2","3","0.068685415","0.422264198","3.08720219533333","9.261606586"
"239","GD_farmland_Scaff05826180_1","1","0","0.467646207","3.122262743","3.122262743"
"240","GD_farmland_Scaff05927421_1","1","0","0.467646207","4.307929303","4.307929303"
"241","GD_farmland_Scaff06556562_3","9","0.427279259","0.537394161111111","1.13499713088889","10.214974178"
"242","GD_farmland_Scaff06607037_1","7","0.245418422","0.426811009","0.980967271","6.866770897"
"243","GD_farmland_Scaff06762753_1","6","0.302574759","0.632870241666667","0.674255147833333","4.045530887"
"244","GD_farmland_Scaff06958269_1","17","0.438596249","0.584707140588235","0.734271455705882","12.482614747"
"245","GD_farmland_Scaff07001779_1","8","0.323392567","0.555648012875","0.487830138875","3.902641111"
"246","GD_farmland_Scaff07147022_1","2","0.07479547","0.480346068","0.855467456","1.710934912"
"247","GD_farmland_Scaff07155095_6","12","0.324384698","0.518561158583333","1.78419657991667","21.410358959"
"248","GD_farmland_Scaff07200435_1","1","0","0.517743803","5.998807545","5.998807545"
"249","GD_farmland_Scaff07654253_1","11","0.601039208","0.561310512363636","0.604353779727273","6.647891577"
"250","GD_farmland_Scaff07799232_1","1","0","0.77747316","1.778589034","1.778589034"
"251","GD_farmland_Scaff07870876_4","1","0","0.517743803","3.930841898","3.930841898"
"252","GD_farmland_Scaff07991506_1","7","0.210107281","0.498030042714286","0.650997859","4.556985013"
"253","GD_farmland_Scaff08188878_1","2","0.07479547","0.480346068","2.051799259","4.103598518"
"254","GD_farmland_Scaff08284286_1","12","0.383293389","0.45667126275","0.906687196","10.880246352"
"255","GD_farmland_Scaff08318918_1","1","0","0.77747316","2.128644329","2.128644329"
"256","GD_farmland_Scaff08773771_1","37","0.71575654","0.561261136918919","0.661429588135135","24.472894761"
"257","GD_farmland_Scaff08931189_1","5","0.222056422","0.6765938748","0.6027448264","3.013724132"
"258","GD_farmland_Scaff08967998_1","14","0.369076595","0.517358850714286","0.804247477928571","11.259464691"
"259","GD_farmland_Scaff09038825_1","3","0.310167904","0.505469741333333","1.79758051833333","5.392741555"
"260","GD_farmland_Scaff09462537_1","4","0.190723775","0.71151249175","0.76516387575","3.060655503"
"261","GD_farmland_Scaff09586768_1","10","0.431956725","0.5135810094","0.7286818594","7.286818594"
"262","GD_farmland_Scaff09644989_1","3","0.187788593","0.461965257333333","3.149785099","9.449355297"
"263","GD_farmland_Scaff09694672_1","5","0.138193022","0.4621463298","1.9896075096","9.948037548"
"264","GD_farmland_Scaff09927354_1","1","0","0.517743803","3.657580329","3.657580329"
"265","GD_farmland_Scaff10254769_2","21","0.363869791","0.52907071552381","1.01568213295238","21.329324792"
"266","GD_farmland_Scaff10365482_1","1","0","0.531617225","3.517037162","3.517037162"
"267","GD_farmland_Scaff10478816_1","11","0.398308364","0.490971297363636","0.450105130181818","4.951156432"
"268","GD_farmland_Scaff10552633_2","12","0.378512368","0.537940323","0.57660881725","6.919305807"
"269","GD_farmland_Scaff10643724_1","6","0.265033971","0.434913131666667","0.872360642333333","5.234163854"
"270","GD_farmland_Scaff10682525_1","16","0.363869791","0.5153300000625","0.406559898","6.504958368"
"271","GD_farmland_Scaff10687819_1","4","0.18348501","0.462309599","1.833427342","7.333709368"
"272","GD_farmland_Scaff10805025_4","21","0.435555143","0.560983756","0.926040391047619","19.446848212"
"273","GD_farmland_Scaff10918380_1","2","0.07479547","0.480346068","3.051168319","6.102336638"
"274","GD_farmland_Scaff11009674_1","5","0.438596249","0.6367296032","1.1812710448","5.906355224"
"275","GD_farmland_Scaff11015784_18","2","0.067460612","0.433915901","5.368967584","10.737935168"
"276","GD_farmland_Scaff11096709_1","2","0.07479547","0.480346068","2.2073277845","4.414655569"
"277","GD_farmland_Scaff11474890_1","6","0.18348501","0.462556339833333","0.870982938","5.225897628"
"278","GD_farmland_Scaff11936073_1","3","0.068685415","0.422264198","1.26522684666667","3.79568054"
"279","GD_farmland_Scaff12249892_1","9","0.213652544","0.519726673444444","0.671913604111111","6.047222437"
"280","GD_farmland_Scaff12358998_1","2","0.182260207","0.4913156985","1.4056747605","2.811349521"
"281","GD_farmland_Scaff12358998_2","4","0.240374138","0.50523177975","0.937950379","3.751801516"
"282","GD_farmland_Scaff12379940_2","2","0.018991228","0.767977546","1.368381742","2.736763484"
"283","GD_farmland_Scaff12764994_1","4","0.269554143","0.69180489975","0.863471946","3.453887784"
