"","","occ","ranges","mean_env","mean_cov","sum_cov"
"463","GX_forest_Scaff2081575_1","2","0.028112548","0.270187186","2.3374172675","4.674834535"
"464","GX_forest_Scaff2556881_1","3","0.452633605","0.416379629666667","2.05705277133333","6.171158314"
"465","GX_forest_Scaff2793347_1","1","0","0.297283133","2.296441556","2.296441556"
"466","GX_forest_Scaff3186949_1","15","0.424885236","0.456874915466667","0.511899084066667","7.678486261"
"467","GX_forest_Scaff4835777_1","28","0.573056188","0.424188251428571","0.808896189464286","22.649093305"
"468","GX_forest_Scaff5335864_1","7","0.457399334","0.452848661571429","0.724660203","5.072621421"
"469","GX_tailings_Scaff0046276_1","2","0.155417913","0.2512363615","1.830466727","3.660933454"
"470","GX_tailings_Scaff0063462_1","2","0.069912506","0.363901571","1.636122159","3.272244318"
"471","GX_tailings_Scaff0094398_1","1","0","0.328945318","2.180020392","2.180020392"
"472","GX_tailings_Scaff0150379_7","4","0.395745392","0.52132622175","4.0510754455","16.204301782"
"473","GX_tailings_Scaff0185885_1","2","0.069912506","0.363901571","2.0267108665","4.053421733"
"474","GX_tailings_Scaff0267191_1","2","0.075639229","0.4366774385","2.515146478","5.030292956"
"475","GX_tailings_Scaff0267886_1","2","0.069912506","0.363901571","1.3426185375","2.685237075"
"476","GX_tailings_Scaff0270671_1","3","0.078325332","0.378357930666667","1.17292284366667","3.518768531"
"477","GX_tailings_Scaff0293916_1","3","0.308801766","0.272619733333333","7.47012741866667","22.410382256"
"478","GX_tailings_Scaff0394214_74","2","0.283984879","0.6164894925","7.9792669415","15.958533883"
"479","GX_tailings_Scaff0408701_1","1","0","0.474497053","1.676427121","1.676427121"
"480","GX_tailings_Scaff0435813_1","1","0","0.328945318","2.056720314","2.056720314"
"481","GX_tailings_Scaff0448954_1","2","0.069912506","0.363901571","2.029452111","4.058904222"
"482","GX_tailings_Scaff0468504_1","2","0.239924682","0.448907659","1.420569546","2.841139092"
"483","GX_tailings_Scaff0490576_2","2","0.069912506","0.363901571","2.009321247","4.018642494"
"484","GX_tailings_Scaff0490580_1","1","0","0.474497053","2.3482054","2.3482054"
"485","GX_tailings_Scaff0498490_1","1","0","0.474497053","5.109914603","5.109914603"
"486","GX_tailings_Scaff0500769_2","1","0","0.328945318","3.60233133","3.60233133"
"487","GX_tailings_Scaff0536106_1","1","0","0.328945318","5.050333692","5.050333692"
"488","GX_tailings_Scaff0676089_1","2","0.435387232","0.546638934","2.045021507","4.090043014"
"489","GX_tailings_Scaff0700521_1","2","0.109211891","0.3835512635","1.9735628475","3.947125695"
"490","GX_tailings_Scaff0729790_1","2","0.080919685","0.5149568955","4.413454982","8.826909964"
"491","GX_tailings_Scaff0738443_1","1","0","0.474497053","3.85608837","3.85608837"
"492","GX_tailings_Scaff0742843_1","1","0","0.328945318","1.385180269","1.385180269"
"493","GX_tailings_Scaff0814474_1","1","0","0.474497053","4.122963725","4.122963725"
"494","GX_tailings_Scaff0862428_1","1","0","0.328945318","1.969050676","1.969050676"
"495","GX_tailings_Scaff0914191_1","4","0.084852679","0.345465097","6.866666357","27.466665428"
"496","GX_tailings_Scaff0921289_2","1","0","0.328945318","2.67312694","2.67312694"
"497","GX_tailings_Scaff1025826_21","4","0.274785685","0.4747348795","4.916829424","19.667317696"
"498","GX_tailings_Scaff1049623_1","1","0","0.398857824","3.487687995","3.487687995"
"499","GX_tailings_Scaff1073979_1","2","0.069912506","0.363901571","2.4456498205","4.891299641"
"500","GX_tailings_Scaff1140154_3","3","0.308801766","0.272619733333333","3.06567967","9.19703901"
"501","GX_tailings_Scaff1155461_2","3","0.308801766","0.272619733333333","6.68605087266667","20.058152618"
"502","GX_tailings_Scaff1186090_1","2","0.017726947","0.4833605265","1.4915875045","2.983175009"
"503","GX_tailings_Scaff1254792_1","2","0.075639229","0.4366774385","1.635542944","3.271085888"
"504","GX_tailings_Scaff1263702_1","1","0","0.474497053","2.633192221","2.633192221"
"505","GX_tailings_Scaff1268547_1","2","0.00815184500000005","0.3947819015","1.9761434715","3.952286943"
"506","GX_tailings_Scaff1285286_1","1","0","0.398857824","3.573661877","3.573661877"
"507","GX_tailings_Scaff1302588_1","1","0","0.474497053","2.075871795","2.075871795"
"508","GX_tailings_Scaff1316340_111","3","0.0828093","0.451674000333333","7.44509499966667","22.335284999"
"509","GX_tailings_Scaff1384021_1","1","0","0.328945318","6.256986699","6.256986699"
"510","GX_tailings_Scaff1390235_1","2","0.075639229","0.4366774385","1.5585873625","3.117174725"
"511","GX_tailings_Scaff1402062_2","2","0.435387232","0.546638934","1.2568191995","2.513638399"
"512","GX_tailings_Scaff1403703_1","2","0.075639229","0.4366774385","1.1456800095","2.291360019"
"513","GX_tailings_Scaff1442199_1","1","0","0.474497053","1.539640062","1.539640062"
"514","GX_tailings_Scaff1457436_1","11","0.359624108","0.555729881363636","1.91004157081818","21.010457279"
"515","GX_tailings_Scaff1462474_225","1","0","0.398857824","41.31406795","41.31406795"
"516","GX_tailings_Scaff1483617_1","2","0.069912506","0.363901571","1.2301529215","2.460305843"
"517","GX_tailings_Scaff1485385_1","1","0","0.328945318","2.52113498","2.52113498"
"518","GX_tailings_Scaff1494003_44","3","0.083791074","0.434453413666667","2.53257417566667","7.597722527"
"519","GX_tailings_Scaff1550544_1","1","0","0.328945318","2.785644121","2.785644121"
"520","GX_tailings_Scaff1588199_1","3","0.11397866","0.448322131","3.41442067066667","10.243262012"
"521","GX_tailings_Scaff1596588_1","3","0.308801766","0.272619733333333","5.88968405633333","17.669052169"
"522","GX_tailings_Scaff1609625_5","3","0.069912506","0.357018391666667","5.13794158633333","15.413824759"
"523","GX_tailings_Scaff1718454_3","1","0","0.328945318","20.3917701","20.3917701"
"524","GX_tailings_Scaff1761238_1","1","0","0.474497053","5.667731234","5.667731234"
"525","GX_tailings_Scaff1784115_8","4","0.123081891","0.38825436375","1.46016185","5.8406474"
"526","GX_tailings_Scaff1802209_1","1","0","0.474497053","2.182886579","2.182886579"
"527","GX_tailings_Scaff1832306_1","2","0.075639229","0.4366774385","1.6680418855","3.336083771"
"528","GX_tailings_Scaff1855071_1","1","0","0.328945318","5.974005988","5.974005988"
"529","GZ_farmland_Scaff0378557_1","32","0.573056188","0.43236778290625","3.24281006375","103.76992204"
"530","GZ_farmland_Scaff1293630_9","41","0.568290459","0.439766608658537","1.98493565617073","81.382361903"
"531","GZ_farmland_Scaff1420694_1","2","0.404550448","0.506489293","1.3424680415","2.684936083"
"532","GZ_farmland_Scaff1751433_5","29","0.464939886","0.400596774206897","2.06740278134483","59.954680659"
"533","GZ_farmland_Scaff1814406_1","2","0.114617504","0.651455765","0.612258552","1.224517104"
"534","GZ_farmland_Scaff1829076_1","1","0","0.708764517","4.929956635","4.929956635"
"535","GZ_farmland_Scaff2170046_2","11","0.410317493","0.484119878","1.98296311672727","21.812594284"
"536","GZ_farmland_Scaff2313516_1","2","0.0112669310000001","0.5997804785","2.0656846465","4.131369293"
"537","GZ_farmland_Scaff2863095_1","11","0.306602741","0.481499971636364","0.673085479181818","7.403940271"
"538","GZ_farmland_Scaff2945225_1","5","0.200673564","0.634016402","1.1828317226","5.914158613"
"539","GZ_farmland_Scaff3201439_1","6","0.20321791","0.5039310645","0.925389521166667","5.552337127"
"540","GZ_farmland_Scaff3211193_2","1","0","0.605413944","2.138739663","2.138739663"
"541","GZ_farmland_Scaff3233940_1","7","0.462348892","0.537048926285714","0.880865169571429","6.166056187"
"542","GZ_farmland_Scaff4438146_1","8","0.306568483","0.5417407185","0.92715485375","7.41723883"
"543","GZ_farmland_Scaff4690341_1","2","0.049655657","0.7335923455","1.8490490975","3.698098195"
"544","GZ_forest_Scaff0022620_1","13","0.43192036","0.397407536230769","0.429827045461538","5.587751591"
"545","GZ_forest_Scaff0125760_2","1","0","0.514092556","7.698494965","7.698494965"
"546","GZ_forest_Scaff0382708_1","1","0","0.514092556","4.03314241","4.03314241"
"547","GZ_forest_Scaff0507339_4","1","0","0.514092556","6.196479173","6.196479173"
"548","GZ_forest_Scaff0535784_1","3","0.194671961","0.596592156333333","1.63849294133333","4.915478824"
"549","GZ_forest_Scaff0665835_4","4","0.185175084","0.59429174375","1.35422575625","5.416903025"
"550","GZ_forest_Scaff0725353_1","2","0.185175084","0.616176975","2.2067354635","4.413470927"
"551","GZ_forest_Scaff0785304_1","1","0","0.566919396","3.177598383","3.177598383"
"552","GZ_forest_Scaff0887706_8","5","0.194671961","0.5851958476","1.5868814202","7.934407101"
"553","GZ_forest_Scaff0970201_13","5","0.091321388","0.5608324684","1.899873913","9.499369565"
"554","GZ_forest_Scaff0986909_2","1","0","0.514092556","3.978437342","3.978437342"
"555","GZ_forest_Scaff1665063_1","3","0.0528268399999999","0.534867128333333","1.52348062233333","4.570441867"
"556","GZ_forest_Scaff1885374_1","6","0.117511558","0.5647146705","0.605648884","3.633893304"
"557","GZ_forest_Scaff2096700_1","2","0.0433299629999999","0.5452544145","1.1415586515","2.283117303"
"558","GZ_forest_Scaff2245386_2","4","0.091321388","0.55250383225","1.7965242715","7.186097086"
"559","GZ_forest_Scaff2515744_7","4","0.185175084","0.6011718225","1.202337662","4.809350648"
"560","GZ_forest_Scaff2635120_2","1","0","0.566919396","3.442729053","3.442729053"
"561","GZ_forest_Scaff2724753_1","1","0","0.523589433","2.237629497","2.237629497"
"562","GZ_forest_Scaff2901342_2","9","0.392537594","0.385068111777778","0.781245973555556","7.031213762"
"563","GZ_forest_Scaff3127720_1","3","0.099045235","0.552056062333333","3.20314706633333","9.609441199"
"564","GZ_forest_Scaff3245599_1","4","0.091321388","0.55250383225","1.095879912","4.383519648"
"565","GZ_forest_Scaff3285727_1","4","0.404550448","0.52587185375","4.4342773045","17.737109218"
"566","GZ_forest_Scaff3367168_1","4","0.091321388","0.5593107365","1.14302046325","4.572081853"
"567","GZ_forest_Scaff3408792_1","3","0.091321388","0.547698644333333","1.109864109","3.329592327"
"568","GZ_forest_Scaff3412327_1","16","0.546796644","0.4268936430625","1.19688693525","19.150190964"
"569","GZ_forest_Scaff3518326_1","2","0.0528268399999999","0.540505976","2.3085433655","4.617086731"
"570","GZ_forest_Scaff3601333_1","3","0.091321388","0.571217837666667","1.846281181","5.538843543"
"571","GZ_forest_Scaff3662848_1","3","0.194671961","0.582148835333333","1.04189114366667","3.125673431"
"572","GZ_forest_Scaff3819064_2","4","0.209498452","0.59061443975","1.527566371","6.110265484"
"573","GZ_forest_Scaff4246972_4","8","0.443446071","0.379640592875","1.177406775375","9.419254203"
"574","GZ_forest_Scaff4540971_2","3","0.0528268399999999","0.534867128333333","2.656703122","7.970109366"
"575","GZ_forest_Scaff4546763_1","3","0.0528268399999999","0.534867128333333","1.30832045866667","3.924961376"
"576","GZ_tailings_Scaff086757_2","8","0.685935364","0.375377954","0.686642636","5.493141088"
"577","GZ_tailings_Scaff126879_1","2","0.427710626","0.510835397","6.806091445","13.61218289"
"578","GZ_tailings_Scaff126879_2","1","0","0.72469071","13.6168508","13.6168508"
"579","GZ_tailings_Scaff126879_3","2","0.066208955","0.6915862325","4.8544853855","9.708970771"
"580","GZ_tailings_Scaff168533_1","2","0.066208955","0.6915862325","1.304610295","2.60922059"
"581","GZ_tailings_Scaff176517_1","2","0.066208955","0.6915862325","1.665524157","3.331048314"
"582","GZ_tailings_Scaff241015_1","2","0.066208955","0.6915862325","1.0660381855","2.132076371"
"583","GZ_tailings_Scaff449549_1","4","0.319010898","0.574755714","0.84247894475","3.369915779"
"584","GZ_tailings_Scaff586756_1","3","0.435799952","0.557354407666667","1.45853534566667","4.375606037"
"585","HeB_farmland_Scaff0041782_4","4","0.450619887","0.61557458825","2.0862242935","8.344897174"
"586","HeB_farmland_Scaff0060904_1","9","0.311016219","0.629439975333333","1.12971728855556","10.167455597"
"587","HeB_farmland_Scaff0194248_1","4","0.187564876","0.681338341","1.26308721225","5.052348849"
"588","HeB_farmland_Scaff0862944_1","7","0.368100898","0.596171593714286","0.793773801428571","5.55641661"
"589","HeB_farmland_Scaff1062401_1","15","0.693752105","0.440545871933333","0.487746617933333","7.316199269"
"590","HeB_farmland_Scaff1300189_1","4","0.287861948","0.656264073","0.60995921225","2.439836849"
"591","HeB_farmland_Scaff1566944_2","3","0.0607234609999999","0.723034232333333","1.32254232966667","3.967626989"
"592","HeB_farmland_Scaff1641218_6","9","0.624790717","0.564898933333333","0.851210543","7.660894887"
"593","HeB_farmland_Scaff1785614_1","2","0.0607234609999999","0.7134538125","1.6534920425","3.306984085"
"594","HeB_farmland_Scaff1920847_1","8","0.331309929","0.581754897125","0.71264918375","5.70119347"
"595","HeB_farmland_Scaff1953357_1","6","0.29839188","0.588541832166667","0.7998224495","4.798934697"
"596","HeB_farmland_Scaff2172487_1","4","0.22199193","0.6727315775","1.2871659085","5.148663634"
"597","HeB_farmland_Scaff2544342_1","6","0.291788334","0.595039875","0.537195541666667","3.22317325"
"598","HeB_farmland_Scaff2946000_1","3","0.0607234609999999","0.723034232333333","1.62719316766667","4.881579503"
"599","HeB_farmland_Scaff2972830_1","18","0.708356736","0.570866126333333","1.11900878272222","20.142158089"
"600","HeB_farmland_Scaff3134324_1","3","0.0607234609999999","0.723034232333333","2.07833014466667","6.234990434"
"601","HeB_farmland_Scaff3272957_1","9","0.599064467","0.562348131444445","0.436618899666667","3.929570097"
"602","HeB_farmland_Scaff3321674_1","18","0.587494386","0.601683871944445","0.724011621611111","13.032209189"
"603","HeB_farmland_Scaff3420172_1","3","0.0607234609999999","0.723034232333333","1.03995488866667","3.119864666"
"604","HeB_farmland_Scaff3820125_1","3","0.0607234609999999","0.723034232333333","1.45879940766667","4.376398223"
"605","HeB_farmland_Scaff4009290_1","3","0.0607234609999999","0.723034232333333","0.648638355","1.945915065"
"606","HeB_farmland_Scaff4077010_1","25","0.466566135","0.57807090344","1.54157600908","38.539400227"
"607","HeB_farmland_Scaff4125206_1","4","0.335225076","0.644423291","1.21667408675","4.866696347"
"608","HeB_farmland_Scaff4312508_3","17","0.684910601","0.379222714117647","0.670669190352941","11.401376236"
"609","HeB_farmland_Scaff4834982_1","3","0.0607234609999999","0.723034232333333","0.964223306666667","2.89266992"
"610","HeB_farmland_Scaff4861829_1","1","0","0.742195072","5.194900979","5.194900979"
"611","HeB_grass_Scaff0042604_3","6","0.453083259","0.431266125","1.387182937","8.323097622"
"612","HeB_grass_Scaff0183885_1","9","0.453111235","0.427859818666667","0.716389674333333","6.447507069"
"613","HeB_grass_Scaff0745368_3","5","0.453083259","0.4527375302","2.0412128292","10.206064146"
"614","HeB_grass_Scaff0827376_1","3","0.333411738","0.529132873333333","0.91659111","2.74977333"
"615","HeB_grass_Scaff1028288_1","18","0.652162686","0.457975321277778","0.516706041666667","9.30070875"
"616","HeB_grass_Scaff1471662_1","1","0","0.521756638","1.621175219","1.621175219"
"617","HeB_grass_Scaff1514959_1","10","0.460345846","0.482519308","0.5254176939","5.254176939"
"618","HeB_grass_Scaff1656498_1","6","0.375617761","0.464363402","1.587461689","9.524770134"
"619","HeB_grass_Scaff1975017_2","51","0.781855741","0.524878756333333","0.666363582196078","33.984542692"
"620","HeB_grass_Scaff2466584_1","3","0.248787929","0.565935890666667","0.722683289","2.168049867"
"621","HeB_grass_Scaff2600333_1","2","0.177770222","0.610641749","0.743977576","1.487955152"
"622","HeB_grass_Scaff2820329_1","7","0.357746711","0.323613696571429","0.534172981285714","3.739210869"
"623","HeB_grass_Scaff2948251_1","2","0.177770222","0.610641749","1.6386490765","3.277298153"
"624","HeB_grass_Scaff3231869_1","4","0.181426759","0.49417427225","0.902803096","3.611212384"
"625","HeB_grass_Scaff3779792_1","3","0.177770222","0.589608459666667","1.32029858133333","3.960895744"
"626","HeB_grass_Scaff3815879_1","16","0.453111235","0.433487648875","0.6016859586875","9.626975339"
"627","HeB_grass_Scaff3884372_1","10","0.699042666","0.4353289546","0.5209359373","5.209359373"
"628","HeB_grass_Scaff3926836_5","10","0.481382601","0.4237025113","0.6033225591","6.033225591"
"629","HeB_grass_Scaff4396818_1","25","0.453111235","0.4438898478","0.53768813412","13.442203353"
"630","HeB_grass_Scaff4461418_1","5","0.451108189","0.4734875902","0.8715670314","4.357835157"
"631","HeB_grass_Scaff4612707_1","24","0.537558987","0.420446618375","0.672558270166667","16.141398484"
"632","HeB_grass_Scaff4706685_1","12","0.50973169","0.436420336583333","0.496400750083333","5.956809001"
"633","HeB_grass_Scaff4929381_1","6","0.375617761","0.500339042666667","0.562786054666667","3.376716328"
"634","HeB_grass_Scaff4934583_1","7","0.525671284","0.593724619285714","1.298107745","9.086754215"
"635","HeB_tailings_Scaff101024_1","4","0.065947916","0.34299472775","1.04621237375","4.184849495"
"636","HLJ_farmland_Scaff0140607_2","35","0.62246413","0.476629888114286","1.27198981674286","44.519643586"
"637","HLJ_farmland_Scaff0835889_1","21","0.531057535","0.559091408","0.321950907714286","6.760969062"
"638","HLJ_farmland_Scaff1629681_1","8","0.34033376","0.43333639775","1.046029752375","8.368238019"
"639","HLJ_farmland_Scaff1988043_1","25","0.727409722","0.5501784218","0.35857491212","8.964372803"
"640","HLJ_farmland_Scaff2291656_1","4","0.106628786","0.37214898325","1.042528509","4.170114036"
"641","HLJ_farmland_Scaff2530174_1","22","0.601721014","0.397781918727273","1.89178061218182","41.619173468"
"642","HLJ_farmland_Scaff3016204_1","2","0.040870525","0.4101026225","1.1501254165","2.300250833"
"643","HLJ_farmland_Scaff3061074_1","13","0.322636568","0.474700799923077","0.513996648846154","6.681956435"
"644","HLJ_farmland_Scaff3136840_1","2","0.065758261","0.3567882295","1.3760399355","2.752079871"
"645","HLJ_farmland_Scaff3146933_1","8","0.275175055","0.44564584125","0.4776718455","3.821374764"
"646","HLJ_farmland_Scaff3161445_1","5","0.106628786","0.3677579668","0.837001186","4.18500593"
"647","HLJ_farmland_Scaff3211104_1","8","0.34033376","0.454349754125","0.439194852125","3.513558817"
"648","HLJ_farmland_Scaff3754922_1","1","0","0.38966736","3.115250087","3.115250087"
"649","HLJ_farmland_Scaff3968747_1","1","0","0.430537885","0.635995667","0.635995667"
"650","HLJ_farmland_Scaff4124766_1","5","0.133254752","0.352156234","0.3632407804","1.816203902"
"651","HLJ_farmland_Scaff4308533_1","12","0.286321574","0.490982022083333","0.572506188916667","6.870074267"
"652","HLJ_farmland_Scaff4340799_1","2","0.178584694","0.478959707","1.683130938","3.366261876"
"653","HLJ_forest_Scaff0221648_4","13","0.449118931","0.396272717076923","1.79213720169231","23.297783622"
"654","HLJ_forest_Scaff0527660_1","5","0.327741633","0.2638301364","0.850700662","4.25350331"
"655","HLJ_forest_Scaff1533229_1","4","0.290063827","0.23424782175","1.98646907875","7.945876315"
"656","HLJ_forest_Scaff2477407_1","5","0.290063827","0.2562945752","3.3125419586","16.562709793"
"657","HLJ_forest_Scaff3266675_1","14","0.487785511","0.380485970285714","0.4985820715","6.980149001"
"658","HLJ_forest_Scaff3351353_1","1","0","0.140474058","0.617577609","0.617577609"
"659","HLJ_forest_Scaff3684782_1","7","0.369040614","0.279074829285714","4.36292297528571","30.540460827"
"660","HLJ_tailings_Scaff0034315_1","3","0.104490767","0.465839171666667","1.518777742","4.556333226"
"661","HLJ_tailings_Scaff0242574_1","4","0.285124441","0.522080442","0.961429976","3.845719904"
"662","HLJ_tailings_Scaff0498680_2","3","0.213190495","0.383043091","0.984323746","2.952971238"
"663","HLJ_tailings_Scaff0592472_7","9","0.436683175","0.409904220333333","2.28769819366667","20.589283743"
"664","HLJ_tailings_Scaff0602223_1","3","0.104490767","0.465839171666667","0.758673195333333","2.276019586"
"665","HLJ_tailings_Scaff0814265_1","13","0.306376157","0.387904333230769","3.21197343446154","41.755654648"
"666","HLJ_tailings_Scaff0911735_1","3","0.340996278","0.544674342","1.22858047666667","3.68574143"
"667","HLJ_tailings_Scaff1128198_1","2","0.104490767","0.4579251955","1.289929126","2.579858252"
"668","HLJ_tailings_Scaff1141431_3","13","0.38629953","0.376401984846154","1.60113846923077","20.8148001"
"669","HLJ_tailings_Scaff1157904_1","2","0.028503455","0.4959188515","2.6830315065","5.366063013"
"670","HLJ_tailings_Scaff1175414_2","2","0.028503455","0.4959188515","2.3081817825","4.616363565"
"671","HLJ_tailings_Scaff1255453_3","1","0","0.510170579","4.399524862","4.399524862"
"672","HLJ_tailings_Scaff1257827_1","1","0","0.405679812","3.363122815","3.363122815"
"673","HLJ_tailings_Scaff1312812_1","4","0.111312755","0.44909383475","0.93679689125","3.747187565"
"674","HLJ_tailings_Scaff1318829_2","2","0.028503455","0.4959188515","0.665117707","1.330235414"
"675","HLJ_tailings_Scaff1428458_1","15","0.383087994","0.488186673933333","1.22306201453333","18.345930218"
"676","HLJ_tailings_Scaff1459578_1","3","0.104490767","0.465839171666667","0.980095331333333","2.940285994"
"677","HLJ_tailings_Scaff1471259_1","2","0.075987312","0.443673468","1.9320393675","3.864078735"
"678","HLJ_tailings_Scaff1505257_1","2","0.028503455","0.4959188515","1.8292826735","3.658565347"
"679","HLJ_tailings_Scaff1531696_1","5","0.325832886","0.5042132098","1.5115350852","7.557675426"
"680","HuB_farmland_Scaff0011393_2","3","0.145716894","0.724966768","2.65293268833333","7.958798065"
"681","HuB_farmland_Scaff0411587_1","14","0.753556399","0.641166551285714","0.403674372571429","5.651441216"
"682","HuB_farmland_Scaff0524149_1","32","0.524074829","0.5940152470625","1.74054628271875","55.697481047"
"683","HuB_farmland_Scaff0588132_2","8","0.563402543","0.54312774625","0.69363554725","5.549084378"
"684","HuB_farmland_Scaff0869030_1","33","0.563402543","0.566981621272727","0.543897453787879","17.948615975"
"685","HuB_farmland_Scaff0870237_1","7","0.377018844","0.646403214714286","0.635454417714286","4.448180924"
"686","HuB_farmland_Scaff1220491_1","9","0.304681105","0.665598534444444","0.428961129333333","3.860650164"
"687","HuB_farmland_Scaff1360301_2","16","0.485909069","0.6238002735625","2.297060309","36.752964944"
"688","HuB_farmland_Scaff1529429_1","8","0.391123373","0.583023887625","0.860408657","6.883269256"
"689","HuB_farmland_Scaff2050574_1","9","0.443703046","0.650480126666667","0.672064632333333","6.048581691"
"690","HuB_farmland_Scaff2184143_1","14","0.611923746","0.661945717285714","0.901314411142857","12.618401756"
"691","HuB_farmland_Scaff2194338_1","3","0.145716894","0.724966768","1.016765307","3.050295921"
"692","HuB_farmland_Scaff2452364_1","24","0.733632269","0.544105293166667","1.06990584920833","25.677740381"
"693","HuB_farmland_Scaff2723928_1","8","0.334919767","0.64737403375","0.416135513","3.329084104"
"694","HuB_farmland_Scaff2944416_1","12","0.699042666","0.49822361475","0.383377913083333","4.600534957"
"695","HuB_farmland_Scaff2948565_1","11","0.276579011","0.669242711363636","1.07397924063636","11.813771647"
"696","HuB_farmland_Scaff2990442_1","11","0.486891379","0.600539567636364","0.724876878454546","7.973645663"
"697","HuB_farmland_Scaff3115184_1","5","0.168327376","0.6991518056","0.8304649936","4.152324968"
"698","HuB_farmland_Scaff3638814_9","16","0.397312554","0.5726797690625","0.764651503625","12.234424058"
"699","HuB_farmland_Scaff4408615_1","7","0.334045003","0.647868269428571","0.696816293142857","4.877714052"
"700","HuB_farmland_Scaff4759960_1","10","0.327349913","0.6612564547","0.7537722941","7.537722941"
"701","HuB_farmland_Scaff4775845_1","14","0.486891379","0.621682280642857","0.474165814428571","6.638321402"
"702","HuB_farmland_Scaff5124947_1","3","0.145716894","0.724966768","2.01556620733333","6.046698622"
"703","HuB_forest_Scaff0120527_1","4","0.306984593","0.64599347975","0.86092723775","3.443708951"
"704","HuB_forest_Scaff0566998_1","7","0.330138864","0.596652133857143","0.837403375857143","5.861823631"
"705","HuB_forest_Scaff0684475_6","3","0.134678619","0.676537145333333","3.82096669566667","11.462900087"
"706","HuB_forest_Scaff0735751_3","14","0.633884878","0.6425544235","2.25235595878571","31.532983423"
"707","HuB_forest_Scaff0878815_1","6","0.393067727","0.725012325833333","0.673513802833333","4.041082817"
"708","HuB_forest_Scaff1005511_2","10","0.291668531","0.6216823336","0.3417705137","3.417705137"
"709","HuB_forest_Scaff1267172_5","34","0.516522563","0.461078903970588","1.87618001644118","63.790120559"
"710","HuB_forest_Scaff1309631_1","5","0.431747946","0.6807590604","0.7622936026","3.811468013"
"711","HuB_forest_Scaff1661303_1","4","0.100207344","0.612361872","0.65687612","2.62750448"
"712","HuB_forest_Scaff1840837_1","47","0.563402543","0.542562333297872","0.709938171170213","33.367094045"
"713","HuB_forest_Scaff2132816_1","10","0.270070143","0.5072136404","0.9061195563","9.061195563"
"714","HuB_forest_Scaff2145404_1","4","0.153361168","0.516360958","1.544780165","6.17912066"
"715","HuB_forest_Scaff3027751_1","4","0.195460245","0.54397754575","0.7690141695","3.076056678"
"716","HuB_forest_Scaff3828225_1","6","0.375803773","0.598125308166667","0.677371722166667","4.064230333"
"717","HuB_forest_Scaff3953800_1","7","0.387223543","0.582168567142857","0.749174248285714","5.244219738"
"718","HuB_forest_Scaff3968171_1","4","0.173345199","0.65480110625","1.2333447355","4.933378942"
"719","HuB_forest_Scaff4161192_1","6","0.174509819","0.663853656833333","0.9487496035","5.692497621"
"720","HuB_forest_Scaff4164625_1","12","0.751581329","0.607150293666667","0.715352334083333","8.584228009"
"721","HuB_forest_Scaff4221603_1","13","0.478694728","0.540398467692308","1.13089763038462","14.701669195"
"722","HuB_forest_Scaff4228328_1","15","0.283000664","0.477724593133333","0.9230209858","13.845314787"
"723","HuB_forest_Scaff4462154_1","23","0.563402543","0.57209684773913","0.483012506478261","11.109287649"
"724","HuB_forest_Scaff4646735_1","9","0.633884878","0.591348424666667","0.614823149111111","5.533408342"
"725","HuB_forest_Scaff4820168_3","40","0.618007874","0.481113770475","0.41599276725","16.63971069"
"726","HuB_forest_Scaff4952878_1","11","0.33143289","0.647470133636364","0.970053738090909","10.670591119"
"727","HuB_forest_Scaff5024229_1","46","0.838032127","0.50970389","0.530812938891304","24.417395189"
"728","HuB_forest_Scaff5234085_1","29","0.756353857","0.613182114137931","0.604255153931034","17.523399464"
"729","HuN_farmland_Scaff0144649_1","3","0.0736688599999999","0.553000363666667","1.06479978533333","3.194399356"
"730","HuN_farmland_Scaff0221499_1","5","0.411926434","0.5387531274","0.7904572058","3.952286029"
"731","HuN_farmland_Scaff0404286_2","3","0.0736688599999999","0.553000363666667","1.47303885633333","4.419116569"
"732","HuN_farmland_Scaff0604458_3","6","0.105151505","0.5529958105","4.15596693516667","24.935801611"
"733","HuN_farmland_Scaff0900659_74","7","0.378107476","0.478721368428571","1.56777749185714","10.974442443"
"734","HuN_farmland_Scaff0923467_1","1","0","0.319851213","3.013843091","3.013843091"
"735","HuN_farmland_Scaff1027275_2","4","0.40211119","0.539475964","1.42716236725","5.708649469"
"736","HuN_farmland_Scaff1086426_1","8","0.369076595","0.47357826775","0.741210515375","5.929684123"
"737","HuN_farmland_Scaff1196781_1","3","0.207868933","0.453565651666667","0.472663643333333","1.41799093"
"738","HuN_farmland_Scaff1725732_1","7","0.299282829","0.475528444285714","0.457334098428571","3.201338689"
"739","HuN_farmland_Scaff1871029_1","30","0.437421059","0.521728151366667","2.49209452823333","74.762835847"
"740","HuN_farmland_Scaff2156594_2","7","0.278522943","0.525033294428571","2.78993266871429","19.529528681"
"741","HuN_farmland_Scaff2460508_3","25","0.420454633","0.49743913968","1.53927922892","38.481980723"
"742","HuN_farmland_Scaff2539678_5","34","0.418429831","0.534247080970588","0.900646593529412","30.62198418"
"743","HuN_farmland_Scaff2662540_1","6","0.235565525","0.4400543585","0.920350346166667","5.522102077"
"744","HuN_farmland_Scaff2675176_7","1","0","0.408319736","8.632481597","8.632481597"
"745","HuN_farmland_Scaff2698972_1","2","0.068267635","0.3741859185","2.3899657795","4.779931559"
"746","HuN_farmland_Scaff2759473_1","14","0.263620285","0.555776778714286","1.207836809","16.909715326"
